autor,calificacion,contenido,hotel,titulo
travelbug1525,40,"The owners are lovely and they really care about their customers. The room was spacious and bright although cold at night. The shower had warm water reliably. B,...",Hospedaje Turistico Killipata,
travelbug1525,40,"Hotel Kallma is a clean, comfortable and safe hotel to stay in. It is away from the noise and pollution of the city centre, yet close enough to walk in or take ,...",Hotel Kallma,
travelbug1525,20,"The staff were lovely and the room was comfortable. However, it was impossible to sleep there as on one side there is a busy road with heavy and loud traffic, o,...",Hostal Calderon,
travelbug1525,20,"Ica centre is the worst I've seen in Peru so far; horrendous traffic, extremely noisy and the air was barely breathable. Stayed in a hostal just outside of the ,...",Plaza de Armas,
travelbug1525,40,"Getting there was very easy. Took a ""colectivo"" (shared taxi) from outside of Norky's restaurant (opposite the petrol station) on Av. Jose Matias Manzanilla and,...",Tacama,
travelbug1525,30,"The hotel is close to the Plaza de Armas. The rooms are between 20-35 soles (negotiable). The room came with a table and chair, the bed was comfortable, the bed,...",Hospedaje Union de las Americas,
travelbug1525,50,"Brilliant engineering feat from the Nazca. The water is crystal clear and there are even little fish in it! Best to go with a guide to get the most out of the e,...",Cantalloc Aqueduct,
travelbug1525,30,"The museum is walking distance from the city centre but there is a sign on the gate stating that it's closed until 15 November 2015, although I've seen no such ,...",Regional Museum of Ica,
travelbug1525,40,"The contrast between the desert and the sea is amazing and there are some great viewpoints along the tourist route. Apparently the roads inside the reserve are ,...",Paracas National Reserve,
travelbug1525,50,"Opted for a palta rellena (avocado stuffed with what you ask for, in my case with sea food) and it was delicious. The service was also good and it felt great to,...",El Ancla,
travelbug1525,30,"It's just a big rock sticking out of the sea. The arch was destroyed in the earthquake in 2007. The surrounding area is still nice as the waves break over the r,...",La Catedral,
travelbug1525,40,"It's not actually sand but small red pebbles that come from the nearby cliff. Can't go onto the beach (probably for the best) but next to it there is an area wh,...",Playa Roja,
travelbug1525,40,"It's right next to the ""Cathedral"". There is a little information panel about it at the viewpoint. We saw local people collecting the seaweed on the beach, whic,...",Supay Beach,
TravelinDantheMan,50,"I live on the island and Kome is the go-to restaurant for me and my friends. They have a great menu and tapas night (Wednesdays) and excellent waitstaff and ama,...",Kome,
TravelinDantheMan,50,"I recently had an outstanding experience at the Chop House. I sat on the lower level - near the bar. The vibe was extremely pleasant for an early evening dinner,...",Chicago Chop House,
TravelinDantheMan,50,"Every time I am in South Beach I come here for amazing chicken quesadillas and good service and good people watching and good margaritas and good vibes. The sta,...",Oh Mexico,
TravelinDantheMan,20,"I recently dined here for a friends birthday. While the food was generally good, the experience overall was not. Things began well and we ordered beef tenderlo,...",De Heeren @ Sea,
TravelinDantheMan,50,"I was in Venice with a group of 14 recently and stayed at a lovely hotel near this restaurant. It is very near St. Mark's square and I assumed it was a touristy,...",Rossopomodoro Venezia San Marco,
TravelinDantheMan,40,"I had lunch here last week. It was a lovely setting at the beautiful stadhuis building. Some of the staff are developmentally disabled and were lovely servers. ,...",Raadskelder,
TravelinDantheMan,50,"I was just at the Colombina with a group.that occupied several rooms. We loved this hotel! The decor was very Venetian and the hotel was charming. We arranged f,...",Hotel Colombina,
TravelinDantheMan,40,"This little hotel is quite charming for the basic price. The room was spotless and the bathroom was modern and clean. The staff was very nice and made us breakf,...",El Portal de San Lazaro,
TravelinDantheMan,40,"We used this small hotel as our base of operations for a quick 2 day visit to Puno/Lake Titicaca. It was conveniently located - walking distance to the Plaza an,...",Cantuta Inn,
TravelinDantheMan,50,"I had heard much about the bad tours to the Lake Titicaca Islands, that I wasn't really looking forward to a tacky, exploitative, touristy experience. I am thri,...",Taquile Island Fast Boat Cultural Tour,
TravelinDantheMan,20,"I don't mind paying for a top-end hotel conveniently located in a city center, but I was in Boston 2 weeks prior to this visit and stayed a few blocks away at t,...",Boston Park Plaza,
TravelinDantheMan,50,"I recently visited Trattoria il Panino with my Italian mother and we both LOVED the food and the service. We started with the Limoncello shrimp, which was delic,...",Trattoria Il Panino,
TravelinDantheMan,50,"There are so many Italian restaurants to choose from on Hanover Street, it always feels a bit like a crap shoot to me. This time, we did some quick online resea,...",Tresca,
TravelinDantheMan,50,"This is my new favorite place to stay in South Beach. The staff is fantastic! They warmly welcomed me upon arrival and were always available throughout my stay.,...",Cadet Hotel,
TravelinDantheMan,30,"Had dinner here with a friend recently and was not impressed. On the way up several flights, there is a gorgeous dining room that was completely empty. Seating ,...",Le Salama,
TravelinDantheMan,30,"We had dinner at this restaurant - which is well located. Up several flights of stairs, past empty dining rooms and a chaotic and dirty kitchen, we reached the ,...",Aladdin Restaurant,
TravelinDantheMan,40,"This restaurant is perfectly located near the main square and on the stairs up the hill. The decor is quite basic and we almost passed this place by, but once i,...",Sindibad,
TravelinDantheMan,40,"We really enjoyed Cafe Kif Kif. We went to dinner early - as the sun was setting - and before the restaurant got crowded. We sat upstairs and were treated to a ,...",Café Kif Kif,
TravelinDantheMan,50,"After extensive planning and recommendations from friends, I chose Marrakech Camel Tours for a three day tour from Fez to the dunes to Marrakech. It was a great,...",3 day desert tour from fes to marrakech,
TravelinDantheMan,40,"About a 10 minute shuttle ride from the airport, this hotel is clean and pleasant and comfortable. It also has an excellent breakfast spread - get this! You nee,...",NH Amsterdam Schiphol Airport,
Ante V,50,"My family and I were very satisfies with this place. Owner Carlos help us in planning of our trip in Costa Rica and he made reserevations for us in all places w,...",Casa Tropical B&B and Apartments,
Ante V,50,"We spent there two nights during a visit Machu Picchu.  They take caer abut our dog during our trip to Machu Picchu.  Room is worm with wooden flour.Breakf,...",Apu Lodge,
Ante V,,,Obelisco de la Pampa de la Quinua,
Ante V,30,"Hotel is 2 stars close to center of the place 1. WIFI2. Hot water3. TVOne double room was 50 Peruvian SOL and one single was 40 Peruvian SOLOn the front,...",Hotel El Meson,
Ante V,50,"We spent there 3 months  What to sey place is high luxury. They have all what you can imagine. Manager Dragan is there to serve you for what ever you want. ,...",Grand Laguna Beach,
Ante V,30,"We stayed in hotel one night. 1 Is clean 2 Have parking 3 good restaurant4 hot water5 plasma TV6 good bed7 free coca tea Two rooms one double and one ,...",Presidente Hotel & Convention Center,
Katya A,,,"Central Park,Statue of Liberty,Grand Central Terminal,The Metropolitan Museum of Art,Empire State Building,New York Public Library,Times Square,American Museum of Natural History,Fifth Avenue,Royal Park Hotel,Madame Tussauds New York,The High Line,Staten Island Ferry,Ground Zero Museum Workshop,SoHo,Strawberry Fields, John Lennon Memorial,Top of the Rock,Rockefeller Center,Madison Square Garden,Majestic Theatre",
Katya A,40,"Esta ubicado en el piso 18, y gira 360° de una manera lenta e imperceptible. Grande fue mi sorpresa al ingresar dado que la vista es impresionante, además tien,...",Giratorio Restaurant,
Katya A,50,"Llegue de casualidad buscando otro restaurante y al entrar no encontré mucha gente, pero me anime por las recomendaciones. Al entrar me impacto la decoración, m,...",Restaurant Sumaqcha,
Katya A,,,Catedral de Cajamarca,
Katya A,40,"No se pueden ir sin dejar de comer el caldo verde y el postre de berenjena, así como los tamalitos. Pedí cuy pero le falta un poco de sabor, quizás no estaba mu,...",Restaurant Salas,
Katya A,50,"Siempre voy y encuentro nuevos sabores, helados súper ricos y lo mejor artesanales naturales, se siente la fruta y la leche, lo recomiendooo, queda en la plaza ,...",Heladeria Holanda,
Katya A,50,"Ir temprano para sentarse en las mesas de adelante o en todo caso hacer una reservación, la comida es buena pero tanto como para el precio, pero es agradeble . ,...",Balcones de Puno,
Katya A,50,"Sillustani quedá a una hora aprox de Puno, puedes contratar los tours de la plaza de armas de Puno. Llegando hay una caminata cuesta arriba de 20 minutos, que p,...",Sillustani,
Katya A,40,"Si te gusta mirar paisajes y sentir la brisas del agua este es el lugar. Los uros, las islas flotantes que tienen paneles solares. Desde el puerto de Puno, unos,...",Uros Floating Islands,
Katya A,40,"Chucuito queda a media hora de puno, llegas en taxi o en combis. El pueblo es muy pequeños, en la plaza venden unas ricas truchas y unos pejerryes grandes, todo,...",Chucuito,
Katya A,50,"Realizamos un evento para más de 120 personas,  la atención, alimentación y servicio de lo mejor. La recepcionista Gladys, es súper amable, nos atendió siempre ,...",Taypikala Lago,
Katya A,30,"Este hotel queda detrás del Colegio Claretiano, está ubicado en una zona residencial, es pequeño, mi experiencia fue regular porque llegue a las 08:00 y a pesar,...",Taymi Hostal & Suites,
Katya A,40,"Estuve buscando un lugar para comer comida típica por la tarde, fue el único lugar abierto que encontré. Me serví un ceviche que estaba agradable y un pato desh,...",El Mochica,
Katya A,40,"Fuimos a cenar, nos atendieron muy bien, pedí pollo a la parrila, que me sirvieron con una rica y grande ensalada, además lo acompañamos con un vino, no tenían ,...",Litos Anticuchos & Brochetas,
Katya A,40,"Llegue y me recibieron con aperitivo muy agradable, solicite una parrilla de tira de cerdo, que estuvo muy rico, lo malo fue que pedi papas doradas y me dieron ,...",El Torete,
Katya A,40,"En Abancay hay pocas opciones de hotel, sin embargo este hotel es agradable, solicite una habitación que quedaba en el segundo piso y tenía balcón, es una de la,...",Hotel Turistas,
Katya A,30,"Queda como a 10 minutos del centro, es un hotel campestre, bueno para hacer eventos, tiene pocas habitaciones, las cuales son modestas pero limpias,  la dueña e,...",Alhambra Hotel,
Katya A,30,"Puquio queda a 4 horas de Nazca, estuve por trabajo, es un pueblo chiquito y hace mucho frío. No hay mucha variedad de hoteles, pero entre todos este es bueno, ,...",Hotel Villa Rica,
Katya A,50,"Es un local que queda a unos 10 minutos del centro de Piura, en la denominada nueva Piura, realmente muy agradable el ceviche de Congrio, además sirven la famos,...",EL Nuevo Ajicito,
Katya A,30,"Fui para cenar, me encanto la ensalada de espinaca, palmitos y champiñones, Al día siguiente pedimos una ronda criolla, la cual es para 4 personas, hay otra par,...",Don Parce Restaurant,
Jose O,50,"Las habitaciones son muy comodas, se convive con la naturaleza. La atencion en el restaurante es muy buena, la persona que siempre me atiende y sabe exactamente,...",Manish Hotel Ecologico,
Jose O,40,"Los servicios que ofrece en el hospedaje son muy buenos, la estadia agradable ya que no existe ningun malestar ni ruidos en el hospedaje. El desayuno del mismo ,...",Saywa Hotel,
Jose O,40,"En el tiempo que estuve aquí en Abancay, hubo una exposición en la plaza de Armas sobre todos los lugares que existen en el Departamento y que uno puede conocer,...",Plaza de Armas,
Jose O,40,"El restaurant desde la entrada es muy agradable, El muelle es muy amplio y tiene una gran vista hacia los acantilados. La comida es regular, no es buena ni tan ,...",La Rosa Nautica,
Jose O,40,"El ambiente es muy agradable, ya que es muy acogedor, un poco rústico apesar que este en la zona central de la ciudad. Acerca de la comida no es lo mejor que un,...",La Cusquenita Tradicional Picnteria,
Jose O,40,"A algunos buggies les falta potencia, pero el paseo por las dunas y el deslizarse en sunboard es lo mejor lugar, 100% recomendado para los que les gusta la adre,...",Viajes Paracas,
Jose O,30,"Actualmente estoy hospedado en este lugar y no es de buen gusto el lugar. Los cuartos son muy pequeños, hay días que amanece y no hay agua. Pero por otro lado, ,...",Hotel Villa Rica,
Jose O,50,La plaza apesar que es muy pequeña tiene una rotonda muy llamativa desde un principio. Al mismo tiempo la iglesia tanto por fuera como por dentro es hermosa.,Plaza Mayor de Ayacucho,
Jose O,50,"Es un lugar muy imprescindible para ir a visitar, ya que fomenta la atracción visual y genera la paz en uno mismo. Existen varios circuitos los cuales uno puede,...",Circuito Magico Del Agua,
Jose O,50,"Este Hospedaje es muy bueno, la calidad de los cuartos y los ambientes es agradable. A pesar que no pude tomar el desayuno del día pude recibir un mate de coca ,...",La Casona De Rimacpampa,
Cesar E,40,"Nice place to stay at, walk, and run around all major historical places in Madrid. I could enjoy Gran Via every single day at different times of the day. The m,...",Hostal Aliste,
Cesar E,40,"Punta Cana is a place to visit for the wonderful weather to be at your summer vacation. We decide to escape to a paradise to relax and forget about any thing a,...",Barceló Bávaro Beach,
Cesar E,30,"This place is one and a half blocks from Plaza de Armas, three minutes walking. The place is quite, very quiet; no car fumes or noisy cars,the only noise I coul,...",Hotel El Meson,
Cesar E,50,"First time in Shanghai enjoying new civilization, history, and modernity. About what is and what is not include, everything is; anything you could imagine. Howe,...",InterContinental Shanghai Jing'An,
Cesar E,20,"En nuestra primera vez visitando Hunacayo en Peru, mi esposa y yo nos sentimos muy ofendidos por cierto trato y algunas anomalias en Antojitos de esta esquina.,...",Antojitos,
Cesar E,50,"On July 4th my wife and I had a great time at Nino's. Actually, was the second time we visited this place on this trip; his pisco sour was the best we tried in ,...",El Nino,
AmyContardi,50,"Perfect location in center of Trinidad, yet quiet neighborhood.  Within walking distance of bus station, Casa de la Música, and all historic sites.  Fabulous ho,...",Hostal Danay La Abogada TRINIDAD,
AmyContardi,50,"I highly reccomend this centrally located and reasonably priced restaurant.  I've eaten here twice, the vegan paquete both times.  The food is fresh, healthy an,...",Escarola,
AmyContardi,50,"Mi casa es su casa seria buen refrán para describir el Ayacucho-Peru B&B.  Estuve 16 días desde el 31 de mayo al 15 de junio, 2014.  Bajo la dirección cariñosa,...",Ayacucho Peru B&B,
AmyContardi,50,sitio completo arqueologico a 20 minutos de Ayacucho.  Mejor con guía.  Después se puede continuar al pueblo lindo de Quinua.,Museo de Sitio Wari,
Katrin W,50,"We loved the atmosphere and really enjoyed the food here. Our favourites were the rijstafel (nasi campur Kusnadi) and the snapper, also cashew chicken. Although,...",Kusnadi Restaurant,
Katrin W,40,"We stayed here for a total of two weeks and especially enjoyed the lush garden and the wonderful pool with its soothening water drizzeling. Breakfast is rich. I,...",Kusnadi Hotel,
Katrin W,50,"A few hours at least should be spend in this very comprehensive museum of New Zealand and Maori history, art and culture museum. Well presented, interactive.",Museum of New Zealand Te Papa Tongarewa,
Katrin W,30,"We were unlucky to stay at the same time with a noisy group who played music and sung until midnight. One of the owner family members who by chance met us in th,...",Hotel El Meson,
Katrin W,50,"Yo quiero escribir a mi experencia en el Proyecto Peru... Cuando yo empezé en esta escuela, no sé Español. Durante solo una semana yo aprendi mucho de mi profes,...",Proyecto Peru Centre,
Katrin W,50,"Besides the central location this hotel gives you a nice, clean room with a private bath and wifi and TV, free tea bar and breakfast for only 50 soles. Comfy ma,...",Hotel Encanto de Apurimac,
Katrin W,50,"We drove up from Codpa valley to Putre which is manageable in a rental car, however takes around six hours with many fotostops as there are pittoresque pueblos,,...",Parque Nacional Lauca,
Katrin W,50,"Genuinely enjoyed the visit to sheepworld, especially the show that offered views into the hard business of sheep farming and the tough job of being a shearer. ,...",Sheepworld,
Katrin W,50,"We popped in without doing previous research and were most delighted. The friendly lady recommended to take a cabin instead of tent site and pointed out the bad,...",Omokoroa Thermal Holiday Park,
Katrin W,20,"Compared to other holiday parks in New Zealand we visited, the cabin was extremely small and lacking both heater and Toaster as well as in cabin seating. The be,...",thenree Hot Springs,
Katrin W,50,"A little bit noisy at night due to its location above the harbour, this park boasts with its sanitary, kitchen facilities and a large lounge with huge TV. There,...",Belt Road Seaside Holiday Park,
Katrin W,50,"A very nice, though quite hidden holiday park which we only found via a road sign as it obviously doesn't do much promotion. A very friendly and helpful owner w,...",Cable Bay Holiday Park,
Katrin W,,"I have found my paradise off PapuaDreamtimeWaking up in the morning from a big, extended splash underneath my water cottage I recognize millions of small fis,...",Indonesia,
kathi-richard,20,"We arrived and first thought that the garden was really nice. But the pool didnt work which was kind of the reason we booked that hostel. When we entered the ro,...",Hilltop Salento,
kathi-richard,20,"The bathroom was full of mold. But the bigger problem was the unfriendly staff who threatened us to call the police although we were just listening to music at ,...",Hotel El Meson,
kathi-richard,40,"Die Beachbar mit den Hammocks ist wirklich unschlagbar. Tagsüber zum entspannen und abends die Parties sind auch super! Durch Aktivitäten wie Yoga lernt man sch,...",Selina Isla Mujeres,
kathi-richard,20,"Haben 2 smoothies eine vegane pizza und Tacos bestellt. Die Smoothies waren sehr gut. Die Tacos waren nichts besonderes aber okay! Leider wurde uns keine salsa ,...",La Piña,
kathi-richard,50,"The hostel and the garden are really nice and really clean. When we complained that we could  not eat anything for breakfast one morning beside fruits since not,...",Hostel Candelaria,
kathi-richard,50,"Went there 3 days in a row for the happy hour. 2  Cocktails for 100! Best price you can find in Holbox. And the Cocktails are also delicious. It never was only ,...",El Encuentro,
kathi-richard,30,"The hostel has a very nice chill out area and our room was nicely decorated. Apart from that their tour to Tikal was amazing. Now the downsides. The shower was ,...",Los Amigos Hostel,
kathi-richard,10," In unserem Caipiriha war null Alkohol! Dafür 6€ ist viel zu teuer!! Deshalb werden wir definitiv nicht wiederkommen, Enttäuschung des Abends!",Austin Bar Alicante,
kathi-richard,50,"Hazma, the driver, was in time and took us from Essaouria to Aouir for 650 Dirham which is a very good price considering it is a 3 hour drive. The Kia was quiet,...",Med Taxi Essaouira,
kathi-richard,50,"Awesome food, not cheap but fair prices! Not many vegetarian options but the Gado Gado was very good! Everything had a very good flavor. Would definitely recomm,...",Martin's Bistro,
kathi-richard,50,"We booked the tour because we only had limited time in the city but wanted to see as much as possible. Chris was a great guide! We went to all the important pla,...",Radius Tours,
kathi-richard,10,"Die Kellner haben nicht gefragt wer welches Essen oder welches Getränk bestellt hat sondern es einfach vor eine beliebige Person gestellt. Gazpacho war naja und,...",Mas Que Tapas,
kathi-richard,50,"Mein Freund und ich haben so ziemlich die Tapas Karte rauf und runter bestellt und alles war wirklich frisch und lecker. Die Bedienung war auch wirklich sehr fr,...",El Salon Marbella,
kathi-richard,40,"Wir waren von Freitag bis Sonntag in dem Hotel. Das Zimmer war schön und sauber. Riesengroßes Bett und Badewanne im Bad. Außerdem gab es eine Kaffeemaschine, ei,...",Lindner WTC Hotel & City Lounge Antwerp,
kathi-richard,40,"Wir waren an einem Samstag Abend ohne Reservierung dort. War kein Problem einen Tisch zu bekommen. Das Essen ist nicht ganz günstig aber sehr lecker und schön a,...",Fabrik,
kathi-richard,50,"Wir waren aufgrund eines Gutscheinbuches im Lokal. Die Pasta war sehr sehr lecker. Durch das Gutscheinbuch war das Essen auch relativ günstig, ansonsten schon e,...",Pasta Bochum - Viva la Mamma,
kathi-richard,40,"Die Location an sich ist nicht sonderlich schön eingerichtet. Der Blick aufs Meer ist allerdings sehr schön. Miso Suppe und Edamame zur Vorspeise waren sehr lec,...",Kyoto Na Ilha,
kathi-richard,50,"Mein Freund und ich waren an einem Dienstagabend zu Besuch. Obwohl Ende November war, also absolute Nebensaison, waren alle Tische draußen besetzt. Das Essen wa,...",Dona Nina,
kathi-richard,50,Leckere Pizza und Nudeln für wenig Geld! Pizza Thunfisch sehr zu empfehlen! Spaghetti Bolognese war auch sehr gut.,Pizzaria Italiana Xaramba,
Riccardo C,50,"The single room was perfectly sized for one person and had modern amenities. I can confirm that the wifi connection is excellent as I had an online job intervie,...",Musik Boutique Hotel,
Riccardo C,50,"Hotel Tritone Abano, una garanzia. Da molto tempo lo frequento anche diverse volte ogni anno e sempre ho ricevuto un'accoglienza calorosa, con il personale al f,...",Tritone Luxury Hotel Thermae & Spa,
Riccardo C,50,"Wanted to stay in the Soho-Tribeca area and thankfully came across this hotel. Rooms are adequately sized with beautiful views of the city and the bathrooms hav,...",ModernHaus SoHo,
Riccardo C,40,"As usual, I know I can't go wrong with this airline, as it always guarantees a very enjoyable flight. Food is plentiful and there is a wide range of selection o,...",Delta Air Lines,
Riccardo C,40,"I just spent 15 nights here, and I have also stayed in many other hostels, so I believe I can give some valuable insight of this place.Besides the enormous loc,...",The Local,
Riccardo C,50,"Ci ho mangiato una volta in e ci ritornerei senza dubbio. I cuochi Sandra e Paul fornisco un servizio efficiente e cordiale in questo ristorante piccolo. Il men,...",Osteria del Giardino,
Riccardo C,30,"Eager to see what it's like staying at a party hostel, I decided to book 3 nights here. I wouldn't do it again. What I thought are its the strong points are its,...",Loki Hostel,
Riccardo C,50,"This place is the perfect tourist trap, with lots of uninteresting tours aimed to make you spend money on souvenirs (such as the Uros Islands). But if you live ,...",Lake Titicaca,
Riccardo C,30,"It is centrally located, on a road full of restaurants and shops and only a few block away from the main square. The positive points are very comfortable bed th,...",El Centro Hospedaje,
Riccardo C,40,"The strongest point of this restaurant is definitely location, which is centrally located on the Plaza de Armas and it has a balcony with nice views over the ci,...",ViaVia Cafe and Hotel,
Riccardo C,50,"Overall, I have no complaints about my stay at this hotel. The double room was much bigger than other hotels I've been to, which was a nice surprise. It certain,...",Mercure Hotel Muenchen City Center,
Riccardo C,40,"Premetto che vi ho soggiornato in alta stagione, a Capodanno, dunque ho sicuramente pagato dei prezzi leggermente più alti della media. Tenendo conto di ciò e d,...",Sleep Well Youth Hostel,
Riccardo C,30,"I spent 3 nights in this place and it was my first time in a youth hostel, so I didn't know exactly what to expect. But by making a comparasion with other hoste,...",Pensione Ottaviano,
Riccardo C,40,"Stayed in the double room with the bathroom. I see here many people complaining about the street noises, but thankfully our room was facing the opposite side of,...",Pension Amaiur,
Riccardo C,30,"Questo hotel é in grado di soddisfare i bisogni di base, ma non può nemmeno essere classificato come un 4 stelle, specialmente perché é una struttura ormai in b,...",Hotel Gioberti,
Riccardo C,50,"Unica nota negativa: la temperatura nelle camere era sgradevolmente alta, dunque si fa un po' di fatica a dormire su un letto che tra l'altro non é degno del co,...",ADLER Spa Resort THERMAE,
Riccardo C,30,"Stayed here for 4 nights. As a third guest in the room, they assured me on the phone that my bed would be big enough, but instead it ended up being a pretty tin,...",The Bloomsbury,
Riccardo C,30,"Pernotatto presso questo hotel per 2 notti in occasione di una gita scolastica. Esso viene venduto come un hotel a 3 stelle, ma me sembrava più da 2, per il fat,...",Hotel Olimpia,
Riccardo C,50,"When my sister and I decided to take a mini vacation together in Europe , it was very challenging trying to figure out the best place, hotel, climate, etc. that,...",Four Seasons Hotel Istanbul at Sultanahmet,
Riccardo C,40,"Stayed here 3 nights during the Christmas holidays. We had a great first impression as we arrived: the hotel was beautifully decorated with Christmas ornaments ,...",The Inn At Fox Hollow Hotel,
Gabriela O,50,"I've been there three times already, depending on the day, be sure to check out which is the soup of the day. Ordinarily, they serve ""caldo de gallina"", ""sopa c,...",Siete Sopas,
Gabriela O,30,"Cuidado con los jugadores de Pokemon Go, aunque ya no son tantos. La iglesia ofrece misas de día y de noche, todos los días.",Basilica Catedral de Ayacucho,
Gabriela O,40,"There should be more explanatory panels or something for out-of.towners, but the monument is pretty self explanatory.",Obelisco de la Pampa de la Quinua,
Gabriela O,10,"Cheap places don't have a free pass to treat guests poorly. I went there thinking of staying three nights. Stayed only one instead, because the owner insulted m,...",El Centro Hospedaje,
Nachterde,10,"Not only were the beds in my room more or less nonexistent so that it didn't made a difference wether i slept on the floor or in it but for some reason someone ,...",El Centro Hospedaje,
Nachterde,40,"Nice, cheap and near the town center. Nothing more nothing less. Every room has its own bathroom and there is a shared kitchen for everyone. The owner is really,...",San Pancho AQP Hostel,
